COLLEGE ID,COLLEGE NAME,CAMPUS ID,CAMPUS,CITY/TOWN,POSTAL CODE,PROGRAM NAME,PROGRAM TYPE,PROGRAM CATEGORY,AUDIT,"GRADUATION RATE
(%)","GRADUATE EMPLOYMENT RATE
(%)","GRADUATE EMPLOYMENT RATE IN THE FIELD OF STUDY
(%)","GRADUATE SATISFACTION RATE
(% Satisfied)","EMPLOYER SATISFACTION RATE
(% Satisfied)","OSAP DEFAULT RATE
(%)"
200866,1527611 ONTARIO INC.,180455,"ACADEMY OF LEARNING CAREER AND BUSINESS COLLEGE, BRAMPTON",BRAMPTON,L6Y 4M3,NETWORK ADMINISTRATOR,Computer and Information Technology,Network Administration,Y,ND,SS,SS,SS,ND,ND
200866,1527611 ONTARIO INC.,180455,"ACADEMY OF LEARNING CAREER AND BUSINESS COLLEGE, BRAMPTON",BRAMPTON,L6Y 4M3,PC SUPPORT SPECIALIST,Computer and Information Technology,Information Technology,Y,SS,ND,ND,ND,ND,ND
200866,1527611 ONTARIO INC.,180455,"ACADEMY OF LEARNING CAREER AND BUSINESS COLLEGE, BRAMPTON",BRAMPTON,L6Y 4M3,PERSONAL SUPPORT WORKER,Health Services,Personal Support Worker/Personal Attendant,Y,74.1%,75.0%,54.5%,79.6%,100.0%,ND
200866,1527611 ONTARIO INC.,180455,"ACADEMY OF LEARNING CAREER AND BUSINESS COLLEGE, BRAMPTON",BRAMPTON,L6Y 4M3,PROJECT ADMINISTRATION,Business,Project Administration/Management,Y,SS,ND,ND,ND,ND,ND
200866,1527611 ONTARIO INC.,180455,"ACADEMY OF LEARNING CAREER AND BUSINESS COLLEGE, BRAMPTON",BRAMPTON,L6Y 4M3,WEB DESIGNER,Computer and Information Technology,Information Technology,Y,ND,SS,SS,SS,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,+,+,,,+,,,Y,59.5%,67.3%,46.7%,82.4%,75.0%,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,+,,,Y,68.9%,68.2%,46.4%,81.5%,66.7%,7.3%
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,ACCOUNTING AND PAYROLL ADMINISTRATION,Business,Accounting and Payroll Administration,Y,100.0%,75.0%,25.0%,80.0%,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,ADVANCED ESTHETICS,Human Services,Esthetics/Medical Esthetics,Y,50.0%,16.7%,0.0%,71.4%,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,CIVIL ENGINEERING DESIGN AND TECHNOLOGY,Applied Arts and Science,Other - Applied Arts and Sciences,Y,83.3%,66.7%,33.3%,100.0%,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,DIPLOMA IN BUSINESS ADMINISTRATION (MARKETING),Business,Business Administration,Y,58.3%,100.0%,60.0%,100.0%,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,DIPLOMA IN COMPUTER NETWORK ENGINEERING DESIGN AND TECHNOLOGY,Computer and Information Technology,Information Technology,Y,100.0%,57.1%,14.3%,28.6%,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,DIPLOMA IN ELECTRICAL AND ELECTRONIC ENGINEERING DESIGN AND TECHNOLOGY,Computer and Information Technology,Information Technology,Y,88.9%,50.0%,16.7%,16.7%,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,DIPLOMA IN ORACLE DATABASE ADMINISTRATION,Computer and Information Technology,Information Technology,Y,80.0%,SS,SS,SS,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,EARLY CHILDCARE ASSISTANT,Human Services,Early Childhood Assistant,Y,ND,SS,SS,SS,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,EARLY CHILDHOOD ASSISTANT,Human Services,Early Childhood Assistant,Y,36.8%,60.0%,60.0%,87.5%,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,FOOD SERVICE WORKER,Services,Other - Services,Y,74.7%,80.0%,66.7%,88.9%,100.0%,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,MEDICAL OFFICE ASSISTANT,Health Services,Medical Office Administration/Management,Y,80.0%,SS,SS,SS,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,107981,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., TORONTO",TORONTO,M4Y 2B7,PERSONAL SUPPORT WORKER,Health Services,Personal Support Worker/Personal Attendant,Y,60.9%,74.3%,60.0%,91.9%,0.0%,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,137094,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., SCARBOROUGH",SCARBOROUGH,M1H 3B7,+,,,Y,48.3%,65.5%,47.3%,84.4%,100.0%,7.4%
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,137094,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., SCARBOROUGH",SCARBOROUGH,M1H 3B7,ACCOUNTING AND PAYROLL ADMINISTRATION,Business,Accounting and Payroll Administration,Y,95.2%,37.5%,25.0%,50.0%,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,137094,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., SCARBOROUGH",SCARBOROUGH,M1H 3B7,ADVANCED ESTHETICS,Human Services,Esthetics/Medical Esthetics,Y,5.4%,66.7%,33.3%,83.3%,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,137094,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., SCARBOROUGH",SCARBOROUGH,M1H 3B7,DIPLOMA IN BUSINESS ADMINISTRATION (MARKETING),Business,Business Administration,Y,77.0%,66.7%,33.3%,92.9%,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,137094,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., SCARBOROUGH",SCARBOROUGH,M1H 3B7,DIPLOMA IN ORACLE DATABASE ADMINISTRATION,Computer and Information Technology,Information Technology,Y,ND,SS,SS,SS,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,137094,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., SCARBOROUGH",SCARBOROUGH,M1H 3B7,EARLY CHILDCARE ASSISTANT,Human Services,Early Childhood Assistant,Y,ND,ND,ND,SS,ND,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,137094,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., SCARBOROUGH",SCARBOROUGH,M1H 3B7,EARLY CHILDHOOD ASSISTANT,Human Services,Early Childhood Assistant,Y,40.6%,72.2%,61.1%,86.4%,100.0%,ND
200867,NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC.,137094,"NORTH AMERICAN COLLEGE OF INFORMATION TECHNOLOGY INC., SCARBOROUGH",SCARBOROUGH,M1H 3B7,PERSONAL SUPPORT WORKER,Health Services,Personal Support Worker/Personal Attendant,Y,30.8%,80.0%,70.0%,91.7%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",+,+,,,+,,,Y,77.4%,70.2%,53.3%,68.5%,94.4%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",106059,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC., SCARBOROUGH",TORONTO,M1H 3A4,+,,,Y,79.8%,69.9%,52.0%,69.1%,100.0%,2.6%
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",106059,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC., SCARBOROUGH",TORONTO,M1H 3A4,ACCOUNTING & PAYROLL ADMINISTRATION,Business,Accounting and Payroll Administration,Y,69.2%,64.3%,57.1%,66.7%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",106059,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC., SCARBOROUGH",TORONTO,M1H 3A4,ADVANCED ESTHETICS & SPA OPERATIONS,Human Services,Esthetics/Medical Esthetics,Y,80.0%,75.0%,25.0%,20.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",106059,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC., SCARBOROUGH",TORONTO,M1H 3A4,BUSINESS MANAGEMENT,Business,Business Management,Y,68.4%,60.0%,20.0%,40.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",106059,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC., SCARBOROUGH",TORONTO,M1H 3A4,CLINICAL RESEARCH,Health Services,Other - Health Services,Y,86.2%,68.4%,31.6%,68.2%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",106059,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC., SCARBOROUGH",TORONTO,M1H 3A4,DENTAL HYGIENE,Health Services,Dental Hygienist,Y,78.8%,78.6%,71.4%,80.4%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",106059,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC., SCARBOROUGH",TORONTO,M1H 3A4,INTRA-ORAL DENTAL ASSISTANT (1 & 2),Health Services,Intra-Oral Dental Assistant,Y,89.0%,74.4%,64.1%,79.5%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",106059,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC., SCARBOROUGH",TORONTO,M1H 3A4,MASSAGE THERAPY,Health Services,Massage Therapist,Y,57.9%,44.4%,22.2%,44.4%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",106059,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC., SCARBOROUGH",TORONTO,M1H 3A4,MEDICAL LABORATORY ASSISTANT/TECHNICIAN,Health Services,Medical Laboratory Technician,Y,73.1%,50.0%,27.3%,56.5%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",106059,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC., SCARBOROUGH",TORONTO,M1H 3A4,MEDICAL OFFICE ASSISTANT,Health Services,Medical Office Administration/Management,Y,82.6%,75.0%,50.0%,60.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",106059,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC., SCARBOROUGH",TORONTO,M1H 3A4,PHARMACEUTICAL MANUFACTURING TECHNOLOGIST,Health Services,Pharmaceutical Technology,Y,93.5%,75.0%,75.0%,100.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",106059,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC., SCARBOROUGH",TORONTO,M1H 3A4,PHARMACEUTICAL QUALITY ASSURANCE/QUALITY CONTROL TECHNOLOGIST,Health Services,Pharmaceutical Technology,Y,90.9%,100.0%,57.1%,66.7%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,+,,,Y,87.5%,61.6%,43.5%,74.7%,100.0%,2.7%
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,ACCOUNTING & PAYROLL ADMINISTRATION,Business,Accounting and Payroll Administration,Y,89.1%,70.8%,41.7%,53.8%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,ADVANCED ESTHETICS & SPA OPERATIONS,Human Services,Esthetics/Medical Esthetics,Y,82.6%,54.5%,45.5%,75.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,BUSINESS MANAGEMENT,Business,Business Management,Y,94.0%,68.4%,57.9%,95.8%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,CLINICAL RESEARCH,Health Services,Other - Health Services,Y,93.6%,45.5%,27.3%,75.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,COMMUNITY & DEVELOPMENTAL SERVICE WORKER,Community and Social Services,Community Services Worker,Y,92.9%,57.1%,28.6%,69.2%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,COMMUNITY SERVICE WORKER,Community and Social Services,Community Services Worker,Y,72.7%,60.0%,20.0%,77.8%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,EXECUTIVE OFFICE ASSISTANT,Business,Office Administration,Y,ND,ND,ND,SS,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,INTRA ORAL DENTAL ASSISTING LEVEL 1 & 2,Health Services,Intra-Oral Dental Assistant,Y,93.4%,78.3%,73.9%,83.3%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,MASSAGE THERAPY,Health Services,Massage Therapist,Y,81.4%,53.3%,33.3%,56.3%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,MEDICAL LAB ASSISTANT/TECHNICIAN,Health Services,Medical Laboratory Technician,Y,79.8%,63.3%,46.7%,67.6%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,MEDICAL OFFICE ASSISTANT,Health Services,Medical Office Administration/Management,Y,95.6%,54.3%,31.4%,78.2%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,PERSONAL SUPPORT WORKER,Health Services,Personal Support Worker/Personal Attendant,Y,60.0%,84.6%,69.2%,93.8%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,PHARMACEUTICAL MANUFACTURING TECHNOLOGIST,Health Services,Pharmaceutical Technology,Y,96.4%,18.2%,0.0%,66.7%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163380,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, MISSISSAUGA",MISSISSAUGA,L5C 4G8,PHARMACEUTICAL QUALITY ASSURANCE/QUALITY CONTROL TECHNOLOGIST,Health Services,Pharmaceutical Technology,Y,SS,80.0%,80.0%,71.4%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163382,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, PETERBOROUGH",PETERBOROUGH,K9H 7E7,+,,,Y,75.6%,79.7%,66.1%,46.9%,75.0%,18.6%
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163382,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, PETERBOROUGH",PETERBOROUGH,K9H 7E7,ACCOUNTING & PAYROLL ADMINISTRATION,Business,Accounting and Payroll Administration,Y,81.8%,100.0%,100.0%,75.0%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163382,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, PETERBOROUGH",PETERBOROUGH,K9H 7E7,ADVANCED ESTHETICS & SPA OPERATIONS,Human Services,Esthetics/Medical Esthetics,Y,76.9%,100.0%,100.0%,100.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163382,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, PETERBOROUGH",PETERBOROUGH,K9H 7E7,BUSINESS MANAGEMENT,Business,Business Management,Y,100.0%,66.7%,66.7%,50.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163382,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, PETERBOROUGH",PETERBOROUGH,K9H 7E7,COMMUNITY & DEVELOPMENTAL SERVICE WORKER,Community and Social Services,Community Services Worker,Y,85.7%,66.7%,66.7%,33.3%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163382,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, PETERBOROUGH",PETERBOROUGH,K9H 7E7,COMMUNITY SERVICE WORKER,Community and Social Services,Community Services Worker,Y,SS,ND,ND,ND,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163382,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, PETERBOROUGH",PETERBOROUGH,K9H 7E7,INTRA ORAL DENTAL ASSISTING LEVEL 1 & 2,Health Services,Intra-Oral Dental Assistant,Y,100.0%,100.0%,100.0%,83.3%,0.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163382,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, PETERBOROUGH",PETERBOROUGH,K9H 7E7,MASSAGE THERAPY,Health Services,Massage Therapist,Y,71.4%,66.7%,0.0%,0.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163382,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, PETERBOROUGH",PETERBOROUGH,K9H 7E7,MEDICAL LABORATORY ASSISTANT/TECHNICIAN,Health Services,Medical Laboratory Technician,Y,60.0%,88.2%,58.8%,29.4%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163382,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, PETERBOROUGH",PETERBOROUGH,K9H 7E7,MEDICAL OFFICE ASSISTANT,Health Services,Medical Office Administration/Management,Y,90.5%,42.9%,28.6%,14.3%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163382,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, PETERBOROUGH",PETERBOROUGH,K9H 7E7,PERSONAL SUPPORT WORKER,Health Services,Personal Support Worker/Personal Attendant,Y,73.1%,90.0%,90.0%,61.5%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163382,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, PETERBOROUGH",PETERBOROUGH,K9H 7E7,VIDEO GAME DESIGNER,Applied Arts and Science,Game/Interactive Media Design,Y,SS,SS,SS,SS,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163383,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, BURLINGTON",BURLINGTON,L7R 4B7,+,,,Y,56.5%,82.6%,73.9%,59.7%,ND,5.9%
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163383,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, BURLINGTON",BURLINGTON,L7R 4B7,ACCOUNTING & PAYROLL ADMINISTRATION,Business,Accounting and Payroll Administration,Y,70.6%,100.0%,100.0%,100.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163383,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, BURLINGTON",BURLINGTON,L7R 4B7,BUSINESS MANAGEMENT,Business,Business Management,Y,SS,SS,SS,SS,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163383,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, BURLINGTON",BURLINGTON,L7R 4B7,COMMUNITY SERVICE WORKER,Community and Social Services,Community Services Worker,Y,92.3%,71.4%,57.1%,75.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163383,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, BURLINGTON",BURLINGTON,L7R 4B7,INTRA ORAL DENTAL ASSISTING LEVEL 1 & 2,Health Services,Intra-Oral Dental Assistant,Y,94.1%,64.3%,64.3%,57.1%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163383,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, BURLINGTON",BURLINGTON,L7R 4B7,MASSAGE THERAPY,Health Services,Massage Therapist,Y,50.0%,100.0%,0.0%,0.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163383,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, BURLINGTON",BURLINGTON,L7R 4B7,MEDICAL OFFICE ASSISTANT,Health Services,Medical Office Administration/Management,Y,91.7%,80.0%,40.0%,16.7%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163383,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, BURLINGTON",BURLINGTON,L7R 4B7,PRIMARY CARE PARAMEDIC,Health Services,Paramedic,Y,39.0%,92.1%,89.5%,66.7%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163383,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, BURLINGTON",BURLINGTON,L7R 4B7,VIDEO GAME DESIGNER,Applied Arts and Science,Game/Interactive Media Design,Y,SS,ND,ND,ND,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163384,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, TORONTO",TORONTO,M4W 2H2,+,,,Y,58.3%,72.3%,42.6%,67.3%,100.0%,7.8%
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163384,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, TORONTO",TORONTO,M4W 2H2,ACCOUNTING & PAYROLL ADMINISTRATION,Business,Accounting and Payroll Administration,Y,50.0%,66.7%,16.7%,40.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163384,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, TORONTO",TORONTO,M4W 2H2,BUSINESS MANAGEMENT,Business,Business Management,Y,86.7%,50.0%,25.0%,80.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163384,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, TORONTO",TORONTO,M4W 2H2,DENTURISM,Health Services,Dental Hygienist,Y,27.3%,100.0%,100.0%,100.0%,ND,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163384,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, TORONTO",TORONTO,M4W 2H2,INTRA ORAL DENTAL ASSISTING LEVEL 1 & 2,Health Services,Intra-Oral Dental Assistant,Y,92.9%,66.7%,66.7%,100.0%,100.0%,ND
200869,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY INC.",163384,"OXFORD COLLEGE OF ARTS, BUSINESS AND TECHNOLOGY, TORONTO",TORONTO,M4W 2H2,MASSAGE THERAPY,Health Services,Massage Therapist,Y,61.8%,100.0%,54.5%,66.7%,ND,ND
